asm|cpu|synth|const|ops
sub hl', jk|r5k|_||76;45
sub hl', jk|r5k_strict|_||76;45
sub hl', jk|r6k|_||76;45
sub hl', jk|r6k_strict|_||76;45
sub hl', jk'|r6k|_||64;45
sub hl', jk'|r6k_strict|_||64;45
sub hl, (ix)|r6k|_||DD 90 00
sub hl, (ix)|r6k_strict|_||DD 90 00
sub hl, (ix+%d)|r6k|_||DD 90 %d
sub hl, (ix+%d)|r6k_strict|_||DD 90 %d
sub hl, (iy)|r6k|_||FD 90 00
sub hl, (iy)|r6k_strict|_||FD 90 00
sub hl, (iy+%d)|r6k|_||FD 90 %d
sub hl, (iy+%d)|r6k_strict|_||FD 90 %d
sub hl, (pw)|r6k|_||49;28 00
sub hl, (pw)|r6k_strict|_||49;28 00
sub hl, (pw+%d)|r6k|_||49;28 %d
sub hl, (pw+%d)|r6k_strict|_||49;28 %d
sub hl, (px)|r6k|_||49;29 00
sub hl, (px)|r6k_strict|_||49;29 00
sub hl, (px+%d)|r6k|_||49;29 %d
sub hl, (px+%d)|r6k_strict|_||49;29 %d
sub hl, (py)|r6k|_||49;2A 00
sub hl, (py)|r6k_strict|_||49;2A 00
sub hl, (py+%d)|r6k|_||49;2A %d
sub hl, (py+%d)|r6k_strict|_||49;2A %d
sub hl, (pz)|r6k|_||49;2B 00
sub hl, (pz)|r6k_strict|_||49;2B 00
sub hl, (pz+%d)|r6k|_||49;2B %d
sub hl, (pz+%d)|r6k_strict|_||49;2B %d
sub hl, (sp+%n)|r6k|_||49;AA %n
sub hl, (sp+%n)|r6k_strict|_||49;AA %n
sub hl, bc|8080|X||CD @__z80asm__sub_hl_bc 
sub hl, bc|8085|_||08
sub hl, bc|8085_strict|_||08
sub hl, bc|ez80|X||CD @__z80asm__sub_hl_bc 
sub hl, bc|ez80_z80|X||CD @__z80asm__sub_hl_bc 
sub hl, bc|gbz80|X||CD @__z80asm__sub_hl_bc 
sub hl, bc|kc160|X||CD @__z80asm__sub_hl_bc 
sub hl, bc|kc160_z80|X||CD @__z80asm__sub_hl_bc 
sub hl, bc|r2ka|X||CD @__z80asm__sub_hl_bc 
sub hl, bc|r3k|X||CD @__z80asm__sub_hl_bc 
sub hl, bc|r4k|X||CD @__z80asm__sub_hl_bc 
sub hl, bc|r5k|X||CD @__z80asm__sub_hl_bc 
sub hl, bc|r6k|X||CD @__z80asm__sub_hl_bc 
sub hl, bc|r800|X||CD @__z80asm__sub_hl_bc 
sub hl, bc|z180|X||CD @__z80asm__sub_hl_bc 
sub hl, bc|z80|X||CD @__z80asm__sub_hl_bc 
sub hl, bc|z80n|X||CD @__z80asm__sub_hl_bc 
sub hl, de|8080|X||CD @__z80asm__sub_hl_de 
sub hl, de|8085|X||CD @__z80asm__sub_hl_de 
sub hl, de|ez80|X||CD @__z80asm__sub_hl_de 
sub hl, de|ez80_z80|X||CD @__z80asm__sub_hl_de 
sub hl, de|gbz80|X||CD @__z80asm__sub_hl_de 
sub hl, de|kc160|X||CD @__z80asm__sub_hl_de 
sub hl, de|kc160_z80|X||CD @__z80asm__sub_hl_de 
sub hl, de|r2ka|X||CD @__z80asm__sub_hl_de 
sub hl, de|r3k|X||CD @__z80asm__sub_hl_de 
sub hl, de|r4k|_||55
sub hl, de|r4k_strict|_||55
sub hl, de|r5k|_||55
sub hl, de|r5k_strict|_||55
sub hl, de|r6k|_||55
sub hl, de|r6k_strict|_||55
sub hl, de|r800|X||CD @__z80asm__sub_hl_de 
sub hl, de|z180|X||CD @__z80asm__sub_hl_de 
sub hl, de|z80|X||CD @__z80asm__sub_hl_de 
sub hl, de|z80n|X||CD @__z80asm__sub_hl_de 
sub hl, hl|8080|X||CD @__z80asm__sub_hl_hl 
sub hl, hl|8085|X||CD @__z80asm__sub_hl_hl 
sub hl, hl|ez80|X||CD @__z80asm__sub_hl_hl 
sub hl, hl|ez80_z80|X||CD @__z80asm__sub_hl_hl 
sub hl, hl|gbz80|X||CD @__z80asm__sub_hl_hl 
sub hl, hl|kc160|X||CD @__z80asm__sub_hl_hl 
sub hl, hl|kc160_z80|X||CD @__z80asm__sub_hl_hl 
sub hl, hl|r2ka|X||CD @__z80asm__sub_hl_hl 
sub hl, hl|r3k|X||CD @__z80asm__sub_hl_hl 
sub hl, hl|r4k|X||CD @__z80asm__sub_hl_hl 
sub hl, hl|r5k|X||CD @__z80asm__sub_hl_hl 
sub hl, hl|r6k|X||CD @__z80asm__sub_hl_hl 
sub hl, hl|r800|X||CD @__z80asm__sub_hl_hl 
sub hl, hl|z180|X||CD @__z80asm__sub_hl_hl 
sub hl, hl|z80|X||CD @__z80asm__sub_hl_hl 
sub hl, hl|z80n|X||CD @__z80asm__sub_hl_hl 
sub hl, jk|r4k|_||45
sub hl, jk|r4k_strict|_||45
sub hl, jk|r5k|_||45
sub hl, jk|r5k_strict|_||45
sub hl, jk|r6k|_||45
sub hl, jk|r6k_strict|_||45
sub hl, sp|8080|X||CD @__z80asm__sub_hl_sp 
sub hl, sp|8085|X||CD @__z80asm__sub_hl_sp 
sub hl, sp|ez80|X||CD @__z80asm__sub_hl_sp 
sub hl, sp|ez80_z80|X||CD @__z80asm__sub_hl_sp 
sub hl, sp|gbz80|X||CD @__z80asm__sub_hl_sp 
sub hl, sp|kc160|X||CD @__z80asm__sub_hl_sp 
sub hl, sp|kc160_z80|X||CD @__z80asm__sub_hl_sp 
sub hl, sp|r2ka|X||CD @__z80asm__sub_hl_sp 
sub hl, sp|r3k|X||CD @__z80asm__sub_hl_sp 
sub hl, sp|r4k|X||CD @__z80asm__sub_hl_sp 
sub hl, sp|r5k|X||CD @__z80asm__sub_hl_sp 
sub hl, sp|r6k|X||CD @__z80asm__sub_hl_sp 
sub hl, sp|r800|X||CD @__z80asm__sub_hl_sp 
sub hl, sp|z180|X||CD @__z80asm__sub_hl_sp 
sub hl, sp|z80|X||CD @__z80asm__sub_hl_sp 
sub hl, sp|z80n|X||CD @__z80asm__sub_hl_sp 
sub ixh|ez80|_||DD 94
sub ixh|ez80_z80|_||DD 94
sub ixh|r800|_||DD 94
sub ixh|r800_strict|_||DD 94
sub ixh|z80|_||DD 94
sub ixh|z80n|_||DD 94
sub ixh|z80n_strict|_||DD 94
sub ixl|ez80|_||DD 95
sub ixl|ez80_z80|_||DD 95
sub ixl|r800|_||DD 95
sub ixl|r800_strict|_||DD 95
sub ixl|z80|_||DD 95
sub ixl|z80n|_||DD 95
sub ixl|z80n_strict|_||DD 95
sub iyh|ez80|_||FD 94
sub iyh|ez80_z80|_||FD 94
sub iyh|r800|_||FD 94
sub iyh|r800_strict|_||FD 94
sub iyh|z80|_||FD 94
sub iyh|z80n|_||FD 94
sub iyh|z80n_strict|_||FD 94
sub iyl|ez80|_||FD 95
sub iyl|ez80_z80|_||FD 95
sub iyl|r800|_||FD 95
sub iyl|r800_strict|_||FD 95
sub iyl|z80|_||FD 95
sub iyl|z80n|_||FD 95
sub iyl|z80n_strict|_||FD 95
sub jkhl', bcde|r4k|_||76;ED D6
sub jkhl', bcde|r4k_strict|_||76;ED D6
sub jkhl', bcde|r5k|_||76;ED D6
sub jkhl', bcde|r5k_strict|_||76;ED D6
sub jkhl', bcde|r6k|_||76;ED D6
sub jkhl', bcde|r6k_strict|_||76;ED D6
sub jkhl', bcde'|r6k|_||64;ED D6
sub jkhl', bcde'|r6k_strict|_||64;ED D6
sub jkhl', pw'|r6k|_||64;49;20
sub jkhl', pw'|r6k_strict|_||64;49;20
sub jkhl', px'|r6k|_||64;49;21
sub jkhl', px'|r6k_strict|_||64;49;21
sub jkhl', py'|r6k|_||64;49;22
sub jkhl', py'|r6k_strict|_||64;49;22
sub jkhl', pz'|r6k|_||64;49;23
sub jkhl', pz'|r6k_strict|_||64;49;23
sub jkhl, (ix)|r6k|_||DD 92 00
sub jkhl, (ix)|r6k_strict|_||DD 92 00
sub jkhl, (ix+%d)|r6k|_||DD 92 %d
sub jkhl, (ix+%d)|r6k_strict|_||DD 92 %d
sub jkhl, (iy)|r6k|_||FD 92 00
sub jkhl, (iy)|r6k_strict|_||FD 92 00
sub jkhl, (iy+%d)|r6k|_||FD 92 %d
sub jkhl, (iy+%d)|r6k_strict|_||FD 92 %d
sub jkhl, (pw)|r6k|_||49;2C 00
sub jkhl, (pw)|r6k_strict|_||49;2C 00
sub jkhl, (pw+%d)|r6k|_||49;2C %d
sub jkhl, (pw+%d)|r6k_strict|_||49;2C %d
sub jkhl, (px)|r6k|_||49;2D 00
sub jkhl, (px)|r6k_strict|_||49;2D 00
sub jkhl, (px+%d)|r6k|_||49;2D %d
sub jkhl, (px+%d)|r6k_strict|_||49;2D %d
sub jkhl, (py)|r6k|_||49;2E 00
sub jkhl, (py)|r6k_strict|_||49;2E 00
sub jkhl, (py+%d)|r6k|_||49;2E %d
sub jkhl, (py+%d)|r6k_strict|_||49;2E %d
sub jkhl, (pz)|r6k|_||49;2F 00
sub jkhl, (pz)|r6k_strict|_||49;2F 00
sub jkhl, (pz+%d)|r6k|_||49;2F %d
sub jkhl, (pz+%d)|r6k_strict|_||49;2F %d
sub jkhl, (sp+%n)|r6k|_||49;AB %n
sub jkhl, (sp+%n)|r6k_strict|_||49;AB %n
sub jkhl, bcde|r4k|_||ED D6
sub jkhl, bcde|r4k_strict|_||ED D6
sub jkhl, bcde|r5k|_||ED D6
sub jkhl, bcde|r5k_strict|_||ED D6
sub jkhl, bcde|r6k|_||ED D6
sub jkhl, bcde|r6k_strict|_||ED D6
sub jkhl, pw|r6k|_||49;20
sub jkhl, pw|r6k_strict|_||49;20
sub jkhl, px|r6k|_||49;21
sub jkhl, px|r6k_strict|_||49;21
sub jkhl, py|r6k|_||49;22
sub jkhl, py|r6k_strict|_||49;22
sub jkhl, pz|r6k|_||49;23
sub jkhl, pz|r6k_strict|_||49;23
sub l|8080|_||95
sub l|8080_strict|_||95
sub l|8085|_||95
sub l|8085_strict|_||95
sub l|ez80|_||95
sub l|ez80_z80|_||95
sub l|gbz80|_||95
sub l|gbz80_strict|_||95
sub l|kc160|_||95
sub l|kc160_strict|_||95
sub l|kc160_z80|_||95
sub l|kc160_z80_strict|_||95
sub l|r2ka|_||95
sub l|r2ka_strict|_||95
sub l|r3k|_||95
sub l|r3k_strict|_||95
sub l|r4k|_||7F;95
sub l|r4k_strict|_||7F;95
sub l|r5k|_||7F;95
sub l|r5k_strict|_||7F;95
sub l|r6k|_||7F;95
sub l|r6k_strict|_||7F;95
sub l|r800|_||95
sub l|r800_strict|_||95
sub l|z180|_||95
sub l|z180_strict|_||95
sub l|z80|_||95
sub l|z80_strict|_||95
sub l|z80n|_||95
sub l|z80n_strict|_||95
sub l'|r2ka|_||76;95
sub l'|r2ka_strict|_||76;95
sub l'|r3k|_||76;95
sub l'|r3k_strict|_||76;95
sub l'|r4k|_||76;7F;95
sub l'|r4k_strict|_||76;7F;95
sub l'|r5k|_||76;7F;95
sub l'|r5k_strict|_||76;7F;95
sub l'|r6k|_||76;7F;95
sub l'|r6k_strict|_||76;7F;95
sub m|8080|_||96
sub m|8080_strict|_||96
sub m|8085|_||96
sub m|8085_strict|_||96
sub m|ez80|_||96
sub m|ez80_z80|_||96
sub m|gbz80|_||96
sub m|kc160|_||96
sub m|kc160_z80|_||96
sub m|r2ka|_||96
sub m|r3k|_||96
sub m|r4k|_||7F;96
sub m|r5k|_||7F;96
sub m|r6k|_||7F;96
sub m|r800|_||96
sub m|z180|_||96
sub m|z80|_||96
sub m|z80n|_||96
sub.l (hl)|ez80_z80|_||49;96
sub.l (hl+)|ez80_z80|X||49;96;49;23
sub.l (hl-)|ez80_z80|X||49;96;49;2B
sub.l (ix)|ez80_z80|_||49;DD 96 00
sub.l (ix+%d)|ez80_z80|_||49;DD 96 %d
sub.l (iy)|ez80_z80|_||49;FD 96 00
sub.l (iy+%d)|ez80_z80|_||49;FD 96 %d
sub.l a, (hl)|ez80_z80|_||49;96
sub.l a, (hl)|ez80_z80_strict|_||49;96
sub.l a, (hl+)|ez80_z80|X||49;96;49;23
sub.l a, (hl-)|ez80_z80|X||49;96;49;2B
sub.l a, (ix)|ez80_z80|_||49;DD 96 00
sub.l a, (ix)|ez80_z80_strict|_||49;DD 96 00
sub.l a, (ix+%d)|ez80_z80|_||49;DD 96 %d
sub.l a, (ix+%d)|ez80_z80_strict|_||49;DD 96 %d
sub.l a, (iy)|ez80_z80|_||49;FD 96 00
sub.l a, (iy)|ez80_z80_strict|_||49;FD 96 00
sub.l a, (iy+%d)|ez80_z80|_||49;FD 96 %d
sub.l a, (iy+%d)|ez80_z80_strict|_||49;FD 96 %d
sub.lis (hl)|ez80_z80|_||49;96
sub.lis (hl+)|ez80_z80|X||49;96;49;23
sub.lis (hl-)|ez80_z80|X||49;96;49;2B
sub.lis (ix)|ez80_z80|_||49;DD 96 00
sub.lis (ix+%d)|ez80_z80|_||49;DD 96 %d
sub.lis (iy)|ez80_z80|_||49;FD 96 00
sub.lis (iy+%d)|ez80_z80|_||49;FD 96 %d
sub.lis a, (hl)|ez80_z80|_||49;96
sub.lis a, (hl)|ez80_z80_strict|_||49;96
sub.lis a, (hl+)|ez80_z80|X||49;96;49;23
sub.lis a, (hl-)|ez80_z80|X||49;96;49;2B
sub.lis a, (ix)|ez80_z80|_||49;DD 96 00
sub.lis a, (ix)|ez80_z80_strict|_||49;DD 96 00
sub.lis a, (ix+%d)|ez80_z80|_||49;DD 96 %d
sub.lis a, (ix+%d)|ez80_z80_strict|_||49;DD 96 %d
sub.lis a, (iy)|ez80_z80|_||49;FD 96 00
sub.lis a, (iy)|ez80_z80_strict|_||49;FD 96 00
sub.lis a, (iy+%d)|ez80_z80|_||49;FD 96 %d
sub.lis a, (iy+%d)|ez80_z80_strict|_||49;FD 96 %d
sub.s (hl)|ez80|_||52;96
sub.s (hl+)|ez80|X||52;96;52;23
sub.s (hl-)|ez80|X||52;96;52;2B
sub.s (ix)|ez80|_||52;DD 96 00
sub.s (ix+%d)|ez80|_||52;DD 96 %d
sub.s (iy)|ez80|_||52;FD 96 00
sub.s (iy+%d)|ez80|_||52;FD 96 %d
sub.s a, (hl)|ez80|_||52;96
sub.s a, (hl)|ez80_strict|_||52;96
sub.s a, (hl+)|ez80|X||52;96;52;23
sub.s a, (hl-)|ez80|X||52;96;52;2B
sub.s a, (ix)|ez80|_||52;DD 96 00
sub.s a, (ix)|ez80_strict|_||52;DD 96 00
sub.s a, (ix+%d)|ez80|_||52;DD 96 %d
sub.s a, (ix+%d)|ez80_strict|_||52;DD 96 %d
sub.s a, (iy)|ez80|_||52;FD 96 00
sub.s a, (iy)|ez80_strict|_||52;FD 96 00
sub.s a, (iy+%d)|ez80|_||52;FD 96 %d
sub.s a, (iy+%d)|ez80_strict|_||52;FD 96 %d
sub.sil (hl)|ez80|_||52;96
sub.sil (hl+)|ez80|X||52;96;52;23
sub.sil (hl-)|ez80|X||52;96;52;2B
sub.sil (ix)|ez80|_||52;DD 96 00
sub.sil (ix+%d)|ez80|_||52;DD 96 %d
sub.sil (iy)|ez80|_||52;FD 96 00
sub.sil (iy+%d)|ez80|_||52;FD 96 %d
sub.sil a, (hl)|ez80|_||52;96
sub.sil a, (hl)|ez80_strict|_||52;96
sub.sil a, (hl+)|ez80|X||52;96;52;23
sub.sil a, (hl-)|ez80|X||52;96;52;2B
sub.sil a, (ix)|ez80|_||52;DD 96 00
sub.sil a, (ix)|ez80_strict|_||52;DD 96 00
sub.sil a, (ix+%d)|ez80|_||52;DD 96 %d
sub.sil a, (ix+%d)|ez80_strict|_||52;DD 96 %d
sub.sil a, (iy)|ez80|_||52;FD 96 00
sub.sil a, (iy)|ez80_strict|_||52;FD 96 00
sub.sil a, (iy+%d)|ez80|_||52;FD 96 %d
sub.sil a, (iy+%d)|ez80_strict|_||52;FD 96 %d
sui %n|8080|_||D6 %n
sui %n|8080_strict|_||D6 %n
sui %n|8085|_||D6 %n
sui %n|8085_strict|_||D6 %n
sui %n|ez80|_||D6 %n
sui %n|ez80_z80|_||D6 %n
sui %n|gbz80|_||D6 %n
sui %n|kc160|_||D6 %n
sui %n|kc160_z80|_||D6 %n
sui %n|r2ka|_||D6 %n
sui %n|r3k|_||D6 %n
sui %n|r4k|_||D6 %n
sui %n|r5k|_||D6 %n
sui %n|r6k|_||D6 %n
sui %n|r800|_||D6 %n
sui %n|z180|_||D6 %n
sui %n|z80|_||D6 %n
sui %n|z80n|_||D6 %n
sures|r3k|_||ED 7D
sures|r3k_strict|_||ED 7D
sures|r4k|_||ED 7D
sures|r4k_strict|_||ED 7D
sures|r5k|_||ED 7D
sures|r5k_strict|_||ED 7D
sures|r6k|_||ED 7D
sures|r6k_strict|_||ED 7D
swap|z80n|_||ED 23
swap|z80n_strict|_||ED 23
swap (hl)|gbz80|_||CB 36
swap (hl)|gbz80_strict|_||CB 36
swap a|gbz80|_||CB 37
swap a|gbz80_strict|_||CB 37
swap a|r6k|_||ED F7
swap a|r6k_strict|_||ED F7
swap a|z80n|_||ED 23
swap b|gbz80|_||CB 30
swap b|gbz80_strict|_||CB 30
swap b|r6k|_||ED 87
swap b|r6k_strict|_||ED 87
swap bc|r6k|_||ED CF
swap bc|r6k_strict|_||ED CF
swap bcde|r6k|_||DD 32
swap bcde|r6k_strict|_||DD 32
swap c|gbz80|_||CB 31
swap c|gbz80_strict|_||CB 31
swap c|r6k|_||ED 97
swap c|r6k_strict|_||ED 97
swap d|gbz80|_||CB 32
swap d|gbz80_strict|_||CB 32
swap d|r6k|_||ED A7
swap d|r6k_strict|_||ED A7
swap de|r6k|_||ED DF
swap de|r6k_strict|_||ED DF
swap e|gbz80|_||CB 33
swap e|gbz80_strict|_||CB 33
swap e|r6k|_||ED B7
swap e|r6k_strict|_||ED B7
swap h|gbz80|_||CB 34
swap h|gbz80_strict|_||CB 34
swap h|r6k|_||ED C7
swap h|r6k_strict|_||ED C7
swap hl|r6k|_||ED EF
swap hl|r6k_strict|_||ED EF
swap jk|r6k|_||ED FF
swap jk|r6k_strict|_||ED FF
swap jkhl|r6k|_||FD 32
swap jkhl|r6k_strict|_||FD 32
swap l|gbz80|_||CB 35
swap l|gbz80_strict|_||CB 35
swap l|r6k|_||ED D7
swap l|r6k_strict|_||ED D7
swapnib|z80n|_||ED 23
swapnib|z80n_strict|_||ED 23
syscall|r3k|_||ED 75
syscall|r3k_strict|_||ED 75
syscall|r4k|_||ED 75
syscall|r4k_strict|_||ED 75
syscall|r5k|_||ED 75
syscall|r5k_strict|_||ED 75
syscall|r6k|_||ED 75
syscall|r6k_strict|_||ED 75
sysret|r4k|_||ED 83
sysret|r4k_strict|_||ED 83
sysret|r5k|_||ED 83
sysret|r5k_strict|_||ED 83
sysret|r6k|_||ED 83
sysret|r6k_strict|_||ED 83
test %n|ez80|_||ED 64 %n
test %n|ez80_z80|_||ED 64 %n
test %n|z180|_||ED 64 %n
test %n|z80n|_||ED 27 %n
test %n|z80n_strict|_||ED 27 %n
test (hl)|ez80|_||ED 34
test (hl)|ez80_z80|_||ED 34
test (hl)|z180|_||ED 34
test a|ez80|_||ED 3C
test a|ez80_z80|_||ED 3C
test a|z180|_||ED 3C
test a, %n|ez80|_||ED 64 %n
test a, %n|ez80_z80|_||ED 64 %n
test a, %n|z180|_||ED 64 %n
test a, %n|z80n|_||ED 27 %n
test a, (hl)|ez80|_||ED 34
test a, (hl)|ez80_z80|_||ED 34
test a, (hl)|z180|_||ED 34
test a, a|ez80|_||ED 3C
test a, a|ez80_z80|_||ED 3C
test a, a|z180|_||ED 3C
test a, b|ez80|_||ED 04
test a, b|ez80_z80|_||ED 04
test a, b|z180|_||ED 04
test a, c|ez80|_||ED 0C
test a, c|ez80_z80|_||ED 0C
test a, c|z180|_||ED 0C
test a, d|ez80|_||ED 14
test a, d|ez80_z80|_||ED 14
test a, d|z180|_||ED 14
test a, e|ez80|_||ED 1C
test a, e|ez80_z80|_||ED 1C
test a, e|z180|_||ED 1C
test a, h|ez80|_||ED 24
test a, h|ez80_z80|_||ED 24
test a, h|z180|_||ED 24
test a, l|ez80|_||ED 2C
test a, l|ez80_z80|_||ED 2C
test a, l|z180|_||ED 2C
test b|ez80|_||ED 04
test b|ez80_z80|_||ED 04
test b|z180|_||ED 04
test bc|r4k|_||ED 4C
test bc|r4k_strict|_||ED 4C
test bc|r5k|_||ED 4C
test bc|r5k_strict|_||ED 4C
test bc|r6k|_||ED 4C
test bc|r6k_strict|_||ED 4C
test bc'|r4k|_||76;ED 4C
test bc'|r4k_strict|_||76;ED 4C
test bc'|r5k|_||76;ED 4C
test bc'|r5k_strict|_||76;ED 4C
test bc'|r6k|_||76;ED 4C
test bc'|r6k_strict|_||76;ED 4C
test bcde|r4k|_||DD 5C
test bcde|r4k_strict|_||DD 5C
test bcde|r5k|_||DD 5C
test bcde|r5k_strict|_||DD 5C
test bcde|r6k|_||DD 5C
test bcde|r6k_strict|_||DD 5C
test bcde'|r4k|_||76;DD 5C
test bcde'|r4k_strict|_||76;DD 5C
test bcde'|r5k|_||76;DD 5C
test bcde'|r5k_strict|_||76;DD 5C
test bcde'|r6k|_||76;DD 5C
test bcde'|r6k_strict|_||76;DD 5C
test c|ez80|_||ED 0C
test c|ez80_z80|_||ED 0C
test c|z180|_||ED 0C
test d|ez80|_||ED 14
test d|ez80_z80|_||ED 14
test d|z180|_||ED 14
test de|r6k|_||ED 5C
test de|r6k_strict|_||ED 5C
test e|ez80|_||ED 1C
test e|ez80_z80|_||ED 1C
test e|z180|_||ED 1C
test h|ez80|_||ED 24
test h|ez80_z80|_||ED 24
test h|z180|_||ED 24
test hl|r4k|_||4C
test hl|r4k_strict|_||4C
test hl|r5k|_||4C
test hl|r5k_strict|_||4C
test hl|r6k|_||4C
test hl|r6k_strict|_||4C
test hl'|r4k|_||76;4C
test hl'|r4k_strict|_||76;4C
test hl'|r5k|_||76;4C
test hl'|r5k_strict|_||76;4C
test hl'|r6k|_||76;4C
test hl'|r6k_strict|_||76;4C
test ix|r4k|_||DD 4C
test ix|r4k_strict|_||DD 4C
test ix|r5k|_||DD 4C
test ix|r5k_strict|_||DD 4C
test ix|r6k|_||DD 4C
test ix|r6k_strict|_||DD 4C
test iy|r4k|_||FD 4C
test iy|r4k_strict|_||FD 4C
test iy|r5k|_||FD 4C
test iy|r5k_strict|_||FD 4C
test iy|r6k|_||FD 4C
test iy|r6k_strict|_||FD 4C
test jkhl|r4k|_||FD 5C
test jkhl|r4k_strict|_||FD 5C
test jkhl|r5k|_||FD 5C
test jkhl|r5k_strict|_||FD 5C
test jkhl|r6k|_||FD 5C
test jkhl|r6k_strict|_||FD 5C
test jkhl'|r4k|_||76;FD 5C
test jkhl'|r4k_strict|_||76;FD 5C
test jkhl'|r5k|_||76;FD 5C
test jkhl'|r5k_strict|_||76;FD 5C
test jkhl'|r6k|_||76;FD 5C
test jkhl'|r6k_strict|_||76;FD 5C
test l|ez80|_||ED 2C
test l|ez80_z80|_||ED 2C
test l|z180|_||ED 2C
test.l (hl)|ez80_z80|_||49;ED 34
test.l a, (hl)|ez80_z80|_||49;ED 34
test.lis (hl)|ez80_z80|_||49;ED 34
test.lis a, (hl)|ez80_z80|_||49;ED 34
test.s (hl)|ez80|_||52;ED 34
test.s a, (hl)|ez80|_||52;ED 34
test.sil (hl)|ez80|_||52;ED 34
test.sil a, (hl)|ez80|_||52;ED 34
tra|kc160|_||ED 54
tra|kc160_strict|_||ED 54
tst %n|ez80|_||ED 64 %n
tst %n|ez80_z80|_||ED 64 %n
tst %n|z180|_||ED 64 %n
tst %n|z180_strict|_||ED 64 %n
tst %n|z80n|_||ED 27 %n
tst (hl)|ez80|_||ED 34
tst (hl)|ez80_z80|_||ED 34
tst (hl)|z180|_||ED 34
tst (hl)|z180_strict|_||ED 34
tst a|ez80|_||ED 3C
tst a|ez80_z80|_||ED 3C
tst a|z180|_||ED 3C
tst a|z180_strict|_||ED 3C
tst a, %n|ez80|_||ED 64 %n
tst a, %n|ez80_strict|_||ED 64 %n
tst a, %n|ez80_z80|_||ED 64 %n
tst a, %n|ez80_z80_strict|_||ED 64 %n
tst a, %n|z180|_||ED 64 %n
tst a, %n|z80n|_||ED 27 %n
tst a, (hl)|ez80|_||ED 34
tst a, (hl)|ez80_strict|_||ED 34
tst a, (hl)|ez80_z80|_||ED 34
tst a, (hl)|ez80_z80_strict|_||ED 34
tst a, (hl)|z180|_||ED 34
tst a, a|ez80|_||ED 3C
tst a, a|ez80_strict|_||ED 3C
tst a, a|ez80_z80|_||ED 3C
tst a, a|ez80_z80_strict|_||ED 3C
tst a, a|z180|_||ED 3C
tst a, b|ez80|_||ED 04
tst a, b|ez80_strict|_||ED 04
tst a, b|ez80_z80|_||ED 04
tst a, b|ez80_z80_strict|_||ED 04
tst a, b|z180|_||ED 04
tst a, c|ez80|_||ED 0C
tst a, c|ez80_strict|_||ED 0C
tst a, c|ez80_z80|_||ED 0C
tst a, c|ez80_z80_strict|_||ED 0C
tst a, c|z180|_||ED 0C
tst a, d|ez80|_||ED 14
tst a, d|ez80_strict|_||ED 14
tst a, d|ez80_z80|_||ED 14
tst a, d|ez80_z80_strict|_||ED 14
tst a, d|z180|_||ED 14
tst a, e|ez80|_||ED 1C
tst a, e|ez80_strict|_||ED 1C
tst a, e|ez80_z80|_||ED 1C
tst a, e|ez80_z80_strict|_||ED 1C
tst a, e|z180|_||ED 1C
tst a, h|ez80|_||ED 24
tst a, h|ez80_strict|_||ED 24
tst a, h|ez80_z80|_||ED 24
tst a, h|ez80_z80_strict|_||ED 24
tst a, h|z180|_||ED 24
tst a, l|ez80|_||ED 2C
tst a, l|ez80_strict|_||ED 2C
tst a, l|ez80_z80|_||ED 2C
tst a, l|ez80_z80_strict|_||ED 2C
tst a, l|z180|_||ED 2C
tst b|ez80|_||ED 04
tst b|ez80_z80|_||ED 04
tst b|z180|_||ED 04
tst b|z180_strict|_||ED 04
tst c|ez80|_||ED 0C
tst c|ez80_z80|_||ED 0C
tst c|z180|_||ED 0C
tst c|z180_strict|_||ED 0C
tst d|ez80|_||ED 14
tst d|ez80_z80|_||ED 14
tst d|z180|_||ED 14
tst d|z180_strict|_||ED 14
tst e|ez80|_||ED 1C
tst e|ez80_z80|_||ED 1C
tst e|z180|_||ED 1C
tst e|z180_strict|_||ED 1C
tst h|ez80|_||ED 24
tst h|ez80_z80|_||ED 24
tst h|z180|_||ED 24
tst h|z180_strict|_||ED 24
tst l|ez80|_||ED 2C
tst l|ez80_z80|_||ED 2C
tst l|z180|_||ED 2C
tst l|z180_strict|_||ED 2C
tst.l (hl)|ez80_z80|_||49;ED 34
tst.l a, (hl)|ez80_z80|_||49;ED 34
tst.l a, (hl)|ez80_z80_strict|_||49;ED 34
tst.lis (hl)|ez80_z80|_||49;ED 34
tst.lis a, (hl)|ez80_z80|_||49;ED 34
tst.lis a, (hl)|ez80_z80_strict|_||49;ED 34
tst.s (hl)|ez80|_||52;ED 34
tst.s a, (hl)|ez80|_||52;ED 34
tst.s a, (hl)|ez80_strict|_||52;ED 34
tst.sil (hl)|ez80|_||52;ED 34
tst.sil a, (hl)|ez80|_||52;ED 34
tst.sil a, (hl)|ez80_strict|_||52;ED 34
tstio %n|ez80|_||ED 74 %n
tstio %n|ez80_strict|_||ED 74 %n
tstio %n|ez80_z80|_||ED 74 %n
tstio %n|ez80_z80_strict|_||ED 74 %n
tstio %n|z180|_||ED 74 %n
tstio %n|z180_strict|_||ED 74 %n
tstnull pw|r6k|_||ED 86
tstnull pw|r6k_strict|_||ED 86
tstnull px|r6k|_||ED 96
tstnull px|r6k_strict|_||ED 96
tstnull py|r6k|_||ED A6
tstnull py|r6k_strict|_||ED A6
tstnull pz|r6k|_||ED B6
tstnull pz|r6k_strict|_||ED B6
uma|r3k|_||ED C0
