asm|cpu|synth
ldd.lis a, (hl)|ez80_z80|ld.lis a, (hl);dec.lis hl
ldd.lis b, (de)|ez80_z80|ex de, hl;ld.lis b, (hl);ex de, hl;dec.lis de
ldd.lis b, (hl)|ez80_z80|ld.lis b, (hl);dec.lis hl
ldd.lis c, (de)|ez80_z80|ex de, hl;ld.lis c, (hl);ex de, hl;dec.lis de
ldd.lis c, (hl)|ez80_z80|ld.lis c, (hl);dec.lis hl
ldd.lis d, (de)|ez80_z80|ex de, hl;ld.lis h, (hl);ex de, hl;dec.lis de
ldd.lis d, (hl)|ez80_z80|ld.lis d, (hl);dec.lis hl
ldd.lis e, (de)|ez80_z80|ex de, hl;ld.lis l, (hl);ex de, hl;dec.lis de
ldd.lis e, (hl)|ez80_z80|ld.lis e, (hl);dec.lis hl
ldd.lis h, (de)|ez80_z80|ex de, hl;ld.lis d, (hl);ex de, hl;dec.lis de
ldd.lis h, (hl)|ez80_z80|ld.lis h, (hl);dec.lis hl
ldd.lis l, (de)|ez80_z80|ex de, hl;ld.lis e, (hl);ex de, hl;dec.lis de
ldd.lis l, (hl)|ez80_z80|ld.lis l, (hl);dec.lis hl
ldd.s (bc), a|ez80|ld.sil (bc), a;dec.sil bc
ldd.s (de), %n|ez80|ex de, hl;ld.sil (hl), %n;ex de, hl;dec.sil de
ldd.s (de), a|ez80|ld.sil (de), a;dec.sil de
ldd.s (de), b|ez80|ex de, hl;ld.sil (hl), b;ex de, hl;dec.sil de
ldd.s (de), c|ez80|ex de, hl;ld.sil (hl), c;ex de, hl;dec.sil de
ldd.s (de), d|ez80|ex de, hl;ld.sil (hl), h;ex de, hl;dec.sil de
ldd.s (de), e|ez80|ex de, hl;ld.sil (hl), l;ex de, hl;dec.sil de
ldd.s (de), h|ez80|ex de, hl;ld.sil (hl), d;ex de, hl;dec.sil de
ldd.s (de), l|ez80|ex de, hl;ld.sil (hl), e;ex de, hl;dec.sil de
ldd.s (hl), %n|ez80|ld.sil (hl), %n;dec.sil hl
ldd.s (hl), a|ez80|ld.sil (hl), a;dec.sil hl
ldd.s (hl), b|ez80|ld.sil (hl), b;dec.sil hl
ldd.s (hl), c|ez80|ld.sil (hl), c;dec.sil hl
ldd.s (hl), d|ez80|ld.sil (hl), d;dec.sil hl
ldd.s (hl), e|ez80|ld.sil (hl), e;dec.sil hl
ldd.s (hl), h|ez80|ld.sil (hl), h;dec.sil hl
ldd.s (hl), l|ez80|ld.sil (hl), l;dec.sil hl
ldd.s a, (bc)|ez80|ld.sil a, (bc);dec.sil bc
ldd.s a, (de)|ez80|ld.sil a, (de);dec.sil de
ldd.s a, (hl)|ez80|ld.sil a, (hl);dec.sil hl
ldd.s b, (de)|ez80|ex de, hl;ld.sil b, (hl);ex de, hl;dec.sil de
ldd.s b, (hl)|ez80|ld.sil b, (hl);dec.sil hl
ldd.s c, (de)|ez80|ex de, hl;ld.sil c, (hl);ex de, hl;dec.sil de
ldd.s c, (hl)|ez80|ld.sil c, (hl);dec.sil hl
ldd.s d, (de)|ez80|ex de, hl;ld.sil h, (hl);ex de, hl;dec.sil de
ldd.s d, (hl)|ez80|ld.sil d, (hl);dec.sil hl
ldd.s e, (de)|ez80|ex de, hl;ld.sil l, (hl);ex de, hl;dec.sil de
ldd.s e, (hl)|ez80|ld.sil e, (hl);dec.sil hl
ldd.s h, (de)|ez80|ex de, hl;ld.sil d, (hl);ex de, hl;dec.sil de
ldd.s h, (hl)|ez80|ld.sil h, (hl);dec.sil hl
ldd.s l, (de)|ez80|ex de, hl;ld.sil e, (hl);ex de, hl;dec.sil de
ldd.s l, (hl)|ez80|ld.sil l, (hl);dec.sil hl
ldd.sil (bc), a|ez80|ld.sil (bc), a;dec.sil bc
ldd.sil (de), %n|ez80|ex de, hl;ld.sil (hl), %n;ex de, hl;dec.sil de
ldd.sil (de), a|ez80|ld.sil (de), a;dec.sil de
ldd.sil (de), b|ez80|ex de, hl;ld.sil (hl), b;ex de, hl;dec.sil de
ldd.sil (de), c|ez80|ex de, hl;ld.sil (hl), c;ex de, hl;dec.sil de
ldd.sil (de), d|ez80|ex de, hl;ld.sil (hl), h;ex de, hl;dec.sil de
ldd.sil (de), e|ez80|ex de, hl;ld.sil (hl), l;ex de, hl;dec.sil de
ldd.sil (de), h|ez80|ex de, hl;ld.sil (hl), d;ex de, hl;dec.sil de
ldd.sil (de), l|ez80|ex de, hl;ld.sil (hl), e;ex de, hl;dec.sil de
ldd.sil (hl), %n|ez80|ld.sil (hl), %n;dec.sil hl
ldd.sil (hl), a|ez80|ld.sil (hl), a;dec.sil hl
ldd.sil (hl), b|ez80|ld.sil (hl), b;dec.sil hl
ldd.sil (hl), c|ez80|ld.sil (hl), c;dec.sil hl
ldd.sil (hl), d|ez80|ld.sil (hl), d;dec.sil hl
ldd.sil (hl), e|ez80|ld.sil (hl), e;dec.sil hl
ldd.sil (hl), h|ez80|ld.sil (hl), h;dec.sil hl
ldd.sil (hl), l|ez80|ld.sil (hl), l;dec.sil hl
ldd.sil a, (bc)|ez80|ld.sil a, (bc);dec.sil bc
ldd.sil a, (de)|ez80|ld.sil a, (de);dec.sil de
ldd.sil a, (hl)|ez80|ld.sil a, (hl);dec.sil hl
ldd.sil b, (de)|ez80|ex de, hl;ld.sil b, (hl);ex de, hl;dec.sil de
ldd.sil b, (hl)|ez80|ld.sil b, (hl);dec.sil hl
ldd.sil c, (de)|ez80|ex de, hl;ld.sil c, (hl);ex de, hl;dec.sil de
ldd.sil c, (hl)|ez80|ld.sil c, (hl);dec.sil hl
ldd.sil d, (de)|ez80|ex de, hl;ld.sil h, (hl);ex de, hl;dec.sil de
ldd.sil d, (hl)|ez80|ld.sil d, (hl);dec.sil hl
ldd.sil e, (de)|ez80|ex de, hl;ld.sil l, (hl);ex de, hl;dec.sil de
ldd.sil e, (hl)|ez80|ld.sil e, (hl);dec.sil hl
ldd.sil h, (de)|ez80|ex de, hl;ld.sil d, (hl);ex de, hl;dec.sil de
ldd.sil h, (hl)|ez80|ld.sil h, (hl);dec.sil hl
ldd.sil l, (de)|ez80|ex de, hl;ld.sil e, (hl);ex de, hl;dec.sil de
ldd.sil l, (hl)|ez80|ld.sil l, (hl);dec.sil hl
lddr|8080|extern __z80asm__lddr;call __z80asm__lddr
lddr|8085|extern __z80asm__lddr;call __z80asm__lddr
lddr|gbz80|extern __z80asm__lddr;call __z80asm__lddr
ldhi %n|8080|push h;lxi d, %n;dad d;xchg;pop h
ldhi %n|ez80|push hl;ld de, %n;add hl, de;ex de, hl;pop hl
ldhi %n|ez80_z80|push hl;ld de, %n;add hl, de;ex de, hl;pop hl
ldhi %n|gbz80|push hl;ld de, %n;add hl, de;push hl;push de;pop hl;pop de;pop hl
ldhi %n|kc160|push hl;ld de, %n;add hl, de;ex de, hl;pop hl
ldhi %n|kc160_z80|push hl;ld de, %n;add hl, de;ex de, hl;pop hl
ldhi %n|r2ka|push hl;ld de, %n;add hl, de;ex de, hl;pop hl
ldhi %n|r3k|push hl;ld de, %n;add hl, de;ex de, hl;pop hl
ldhi %n|r4k|push hl;ld de, %n;add hl, de;ex de, hl;pop hl
ldhi %n|r5k|push hl;ld de, %n;add hl, de;ex de, hl;pop hl
ldhi %n|r6k|push hl;ld de, %n;add hl, de;ex de, hl;pop hl
ldhi %n|r800|push hl;ld de, %n;add hl, de;ex de, hl;pop hl
ldhi %n|z180|push hl;ld de, %n;add hl, de;ex de, hl;pop hl
ldhi %n|z80|push hl;ld de, %n;add hl, de;ex de, hl;pop hl
ldhi %n|z80n|push hl;ld de, %n;add hl, de;ex de, hl;pop hl
ldi|8080|extern __z80asm__ldi;call __z80asm__ldi
ldi|8085|extern __z80asm__ldi;call __z80asm__ldi
ldi|gbz80|extern __z80asm__ldi;call __z80asm__ldi
ldi (bc), a|8080|stax b;inx b
ldi (bc), a|8085|stax b;inx b
ldi (bc), a|ez80|ld (bc), a;inc bc
ldi (bc), a|ez80_z80|ld (bc), a;inc bc
ldi (bc), a|gbz80|ld (bc), a;inc bc
ldi (bc), a|kc160|ld (bc), a;inc bc
ldi (bc), a|kc160_z80|ld (bc), a;inc bc
ldi (bc), a|r2ka|ld (bc), a;inc bc
ldi (bc), a|r3k|ld (bc), a;inc bc
ldi (bc), a|r4k|ld (bc), a;inc bc
ldi (bc), a|r5k|ld (bc), a;inc bc
ldi (bc), a|r6k|ld (bc), a;inc bc
ldi (bc), a|r800|ld (bc), a;inc bc
ldi (bc), a|z180|ld (bc), a;inc bc
ldi (bc), a|z80|ld (bc), a;inc bc
ldi (bc), a|z80n|ld (bc), a;inc bc
ldi (bc), a'|r6k|ld (bc), a';inc bc
ldi (de), %n|8080|xchg;mvi m, %n;xchg;inx d
ldi (de), %n|8085|xchg;mvi m, %n;xchg;inx d
ldi (de), %n|ez80|ex de, hl;ld (hl), %n;ex de, hl;inc de
ldi (de), %n|ez80_z80|ex de, hl;ld (hl), %n;ex de, hl;inc de
ldi (de), %n|kc160|ex de, hl;ld (hl), %n;ex de, hl;inc de
ldi (de), %n|kc160_z80|ex de, hl;ld (hl), %n;ex de, hl;inc de
ldi (de), %n|r2ka|ex de, hl;ld (hl), %n;ex de, hl;inc de
ldi (de), %n|r3k|ex de, hl;ld (hl), %n;ex de, hl;inc de
ldi (de), %n|r4k|ex de, hl;ld (hl), %n;ex de, hl;inc de
ldi (de), %n|r5k|ex de, hl;ld (hl), %n;ex de, hl;inc de
ldi (de), %n|r6k|ex de, hl;ld (hl), %n;ex de, hl;inc de
ldi (de), %n|r800|ex de, hl;ld (hl), %n;ex de, hl;inc de
ldi (de), %n|z180|ex de, hl;ld (hl), %n;ex de, hl;inc de
ldi (de), %n|z80|ex de, hl;ld (hl), %n;ex de, hl;inc de
ldi (de), %n|z80n|ex de, hl;ld (hl), %n;ex de, hl;inc de
ldi (de), a|8080|stax d;inx d
ldi (de), a|8085|stax d;inx d
ldi (de), a|ez80|ld (de), a;inc de
ldi (de), a|ez80_z80|ld (de), a;inc de
ldi (de), a|gbz80|ld (de), a;inc de
ldi (de), a|kc160|ld (de), a;inc de
ldi (de), a|kc160_z80|ld (de), a;inc de
ldi (de), a|r2ka|ld (de), a;inc de
ldi (de), a|r3k|ld (de), a;inc de
ldi (de), a|r4k|ld (de), a;inc de
ldi (de), a|r5k|ld (de), a;inc de
ldi (de), a|r6k|ld (de), a;inc de
ldi (de), a|r800|ld (de), a;inc de
ldi (de), a|z180|ld (de), a;inc de
ldi (de), a|z80|ld (de), a;inc de
ldi (de), a|z80n|ld (de), a;inc de
ldi (de), a'|r6k|ld (de), a';inc de
ldi (de), b|8080|xchg;mov m, b;xchg;inx d
ldi (de), b|8085|xchg;mov m, b;xchg;inx d
ldi (de), b|ez80|ex de, hl;ld (hl), b;ex de, hl;inc de
ldi (de), b|ez80_z80|ex de, hl;ld (hl), b;ex de, hl;inc de
ldi (de), b|kc160|ex de, hl;ld (hl), b;ex de, hl;inc de
ldi (de), b|kc160_z80|ex de, hl;ld (hl), b;ex de, hl;inc de
ldi (de), b|r2ka|ex de, hl;ld (hl), b;ex de, hl;inc de
ldi (de), b|r3k|ex de, hl;ld (hl), b;ex de, hl;inc de
ldi (de), b|r4k|ex de, hl;ld (hl), b;ex de, hl;inc de
ldi (de), b|r5k|ex de, hl;ld (hl), b;ex de, hl;inc de
ldi (de), b|r6k|ex de, hl;ld (hl), b;ex de, hl;inc de
ldi (de), b|r800|ex de, hl;ld (hl), b;ex de, hl;inc de
ldi (de), b|z180|ex de, hl;ld (hl), b;ex de, hl;inc de
ldi (de), b|z80|ex de, hl;ld (hl), b;ex de, hl;inc de
ldi (de), b|z80n|ex de, hl;ld (hl), b;ex de, hl;inc de
ldi (de), c|8080|xchg;mov m, c;xchg;inx d
ldi (de), c|8085|xchg;mov m, c;xchg;inx d
ldi (de), c|ez80|ex de, hl;ld (hl), c;ex de, hl;inc de
ldi (de), c|ez80_z80|ex de, hl;ld (hl), c;ex de, hl;inc de
ldi (de), c|kc160|ex de, hl;ld (hl), c;ex de, hl;inc de
ldi (de), c|kc160_z80|ex de, hl;ld (hl), c;ex de, hl;inc de
ldi (de), c|r2ka|ex de, hl;ld (hl), c;ex de, hl;inc de
ldi (de), c|r3k|ex de, hl;ld (hl), c;ex de, hl;inc de
ldi (de), c|r4k|ex de, hl;ld (hl), c;ex de, hl;inc de
ldi (de), c|r5k|ex de, hl;ld (hl), c;ex de, hl;inc de
ldi (de), c|r6k|ex de, hl;ld (hl), c;ex de, hl;inc de
ldi (de), c|r800|ex de, hl;ld (hl), c;ex de, hl;inc de
ldi (de), c|z180|ex de, hl;ld (hl), c;ex de, hl;inc de
ldi (de), c|z80|ex de, hl;ld (hl), c;ex de, hl;inc de
ldi (de), c|z80n|ex de, hl;ld (hl), c;ex de, hl;inc de
ldi (de), d|8080|xchg;mov m, h;xchg;inx d
ldi (de), d|8085|xchg;mov m, h;xchg;inx d
ldi (de), d|ez80|ex de, hl;ld (hl), h;ex de, hl;inc de
ldi (de), d|ez80_z80|ex de, hl;ld (hl), h;ex de, hl;inc de
ldi (de), d|kc160|ex de, hl;ld (hl), h;ex de, hl;inc de
ldi (de), d|kc160_z80|ex de, hl;ld (hl), h;ex de, hl;inc de
ldi (de), d|r2ka|ex de, hl;ld (hl), h;ex de, hl;inc de
ldi (de), d|r3k|ex de, hl;ld (hl), h;ex de, hl;inc de
ldi (de), d|r4k|ex de, hl;ld (hl), h;ex de, hl;inc de
ldi (de), d|r5k|ex de, hl;ld (hl), h;ex de, hl;inc de
ldi (de), d|r6k|ex de, hl;ld (hl), h;ex de, hl;inc de
ldi (de), d|r800|ex de, hl;ld (hl), h;ex de, hl;inc de
ldi (de), d|z180|ex de, hl;ld (hl), h;ex de, hl;inc de
ldi (de), d|z80|ex de, hl;ld (hl), h;ex de, hl;inc de
ldi (de), d|z80n|ex de, hl;ld (hl), h;ex de, hl;inc de
ldi (de), e|8080|xchg;mov m, l;xchg;inx d
ldi (de), e|8085|xchg;mov m, l;xchg;inx d
ldi (de), e|ez80|ex de, hl;ld (hl), l;ex de, hl;inc de
ldi (de), e|ez80_z80|ex de, hl;ld (hl), l;ex de, hl;inc de
ldi (de), e|kc160|ex de, hl;ld (hl), l;ex de, hl;inc de
ldi (de), e|kc160_z80|ex de, hl;ld (hl), l;ex de, hl;inc de
ldi (de), e|r2ka|ex de, hl;ld (hl), l;ex de, hl;inc de
ldi (de), e|r3k|ex de, hl;ld (hl), l;ex de, hl;inc de
ldi (de), e|r4k|ex de, hl;ld (hl), l;ex de, hl;inc de
ldi (de), e|r5k|ex de, hl;ld (hl), l;ex de, hl;inc de
ldi (de), e|r6k|ex de, hl;ld (hl), l;ex de, hl;inc de
ldi (de), e|r800|ex de, hl;ld (hl), l;ex de, hl;inc de
ldi (de), e|z180|ex de, hl;ld (hl), l;ex de, hl;inc de
ldi (de), e|z80|ex de, hl;ld (hl), l;ex de, hl;inc de
ldi (de), e|z80n|ex de, hl;ld (hl), l;ex de, hl;inc de
ldi (de), h|8080|xchg;mov m, d;xchg;inx d
ldi (de), h|8085|xchg;mov m, d;xchg;inx d
ldi (de), h|ez80|ex de, hl;ld (hl), d;ex de, hl;inc de
ldi (de), h|ez80_z80|ex de, hl;ld (hl), d;ex de, hl;inc de
ldi (de), h|kc160|ex de, hl;ld (hl), d;ex de, hl;inc de
ldi (de), h|kc160_z80|ex de, hl;ld (hl), d;ex de, hl;inc de
ldi (de), h|r2ka|ex de, hl;ld (hl), d;ex de, hl;inc de
ldi (de), h|r3k|ex de, hl;ld (hl), d;ex de, hl;inc de
ldi (de), h|r4k|ex de, hl;ld (hl), d;ex de, hl;inc de
ldi (de), h|r5k|ex de, hl;ld (hl), d;ex de, hl;inc de
ldi (de), h|r6k|ex de, hl;ld (hl), d;ex de, hl;inc de
ldi (de), h|r800|ex de, hl;ld (hl), d;ex de, hl;inc de
ldi (de), h|z180|ex de, hl;ld (hl), d;ex de, hl;inc de
ldi (de), h|z80|ex de, hl;ld (hl), d;ex de, hl;inc de
ldi (de), h|z80n|ex de, hl;ld (hl), d;ex de, hl;inc de
ldi (de), l|8080|xchg;mov m, e;xchg;inx d
ldi (de), l|8085|xchg;mov m, e;xchg;inx d
ldi (de), l|ez80|ex de, hl;ld (hl), e;ex de, hl;inc de
ldi (de), l|ez80_z80|ex de, hl;ld (hl), e;ex de, hl;inc de
ldi (de), l|kc160|ex de, hl;ld (hl), e;ex de, hl;inc de
ldi (de), l|kc160_z80|ex de, hl;ld (hl), e;ex de, hl;inc de
ldi (de), l|r2ka|ex de, hl;ld (hl), e;ex de, hl;inc de
ldi (de), l|r3k|ex de, hl;ld (hl), e;ex de, hl;inc de
ldi (de), l|r4k|ex de, hl;ld (hl), e;ex de, hl;inc de
ldi (de), l|r5k|ex de, hl;ld (hl), e;ex de, hl;inc de
ldi (de), l|r6k|ex de, hl;ld (hl), e;ex de, hl;inc de
ldi (de), l|r800|ex de, hl;ld (hl), e;ex de, hl;inc de
ldi (de), l|z180|ex de, hl;ld (hl), e;ex de, hl;inc de
ldi (de), l|z80|ex de, hl;ld (hl), e;ex de, hl;inc de
ldi (de), l|z80n|ex de, hl;ld (hl), e;ex de, hl;inc de
ldi (hl), %n|8080|mvi m, %n;inx h
ldi (hl), %n|8085|mvi m, %n;inx h
ldi (hl), %n|ez80|ld (hl), %n;inc hl
ldi (hl), %n|ez80_z80|ld (hl), %n;inc hl
ldi (hl), %n|gbz80|ld (hl), %n;inc hl
ldi (hl), %n|kc160|ld (hl), %n;inc hl
ldi (hl), %n|kc160_z80|ld (hl), %n;inc hl
ldi (hl), %n|r2ka|ld (hl), %n;inc hl
ldi (hl), %n|r3k|ld (hl), %n;inc hl
ldi (hl), %n|r4k|ld (hl), %n;inc hl
ldi (hl), %n|r5k|ld (hl), %n;inc hl
ldi (hl), %n|r6k|ld (hl), %n;inc hl
ldi (hl), %n|r800|ld (hl), %n;inc hl
ldi (hl), %n|z180|ld (hl), %n;inc hl
ldi (hl), %n|z80|ld (hl), %n;inc hl
ldi (hl), %n|z80n|ld (hl), %n;inc hl
ldi (hl), a|8080|mov m, a;inx h
ldi (hl), a|8085|mov m, a;inx h
ldi (hl), a|ez80|ld (hl), a;inc hl
ldi (hl), a|ez80_z80|ld (hl), a;inc hl
ldi (hl), a|kc160|ld (hl), a;inc hl
ldi (hl), a|kc160_z80|ld (hl), a;inc hl
ldi (hl), a|r2ka|ld (hl), a;inc hl
ldi (hl), a|r3k|ld (hl), a;inc hl
ldi (hl), a|r4k|ld (hl), a;inc hl
ldi (hl), a|r5k|ld (hl), a;inc hl
ldi (hl), a|r6k|ld (hl), a;inc hl
ldi (hl), a|r800|ld (hl), a;inc hl
ldi (hl), a|z180|ld (hl), a;inc hl
ldi (hl), a|z80|ld (hl), a;inc hl
ldi (hl), a|z80n|ld (hl), a;inc hl
ldi (hl), a'|r6k|ld (hl), a';inc hl
ldi (hl), b|8080|mov m, b;inx h
ldi (hl), b|8085|mov m, b;inx h
ldi (hl), b|ez80|ld (hl), b;inc hl
ldi (hl), b|ez80_z80|ld (hl), b;inc hl
ldi (hl), b|gbz80|ld (hl), b;inc hl
ldi (hl), b|kc160|ld (hl), b;inc hl
ldi (hl), b|kc160_z80|ld (hl), b;inc hl
ldi (hl), b|r2ka|ld (hl), b;inc hl
ldi (hl), b|r3k|ld (hl), b;inc hl
ldi (hl), b|r4k|ld (hl), b;inc hl
ldi (hl), b|r5k|ld (hl), b;inc hl
ldi (hl), b|r6k|ld (hl), b;inc hl
ldi (hl), b|r800|ld (hl), b;inc hl
ldi (hl), b|z180|ld (hl), b;inc hl
ldi (hl), b|z80|ld (hl), b;inc hl
ldi (hl), b|z80n|ld (hl), b;inc hl
ldi (hl), b'|r6k|ld (hl), b';inc hl
ldi (hl), bc|8080|mov m, c;inx h;mov m, b;inx h
ldi (hl), bc|8085|mov m, c;inx h;mov m, b;inx h
ldi (hl), bc|ez80|ld (hl), bc;inc hl;inc hl
ldi (hl), bc|ez80_z80|ld (hl), bc;inc hl;inc hl
ldi (hl), bc|gbz80|ld (hl), c;inc hl;ld (hl), b;inc hl
ldi (hl), bc|kc160|ld (hl), c;inc hl;ld (hl), b;inc hl
ldi (hl), bc|kc160_z80|ld (hl), c;inc hl;ld (hl), b;inc hl
ldi (hl), bc|r2ka|ld (hl), c;inc hl;ld (hl), b;inc hl
ldi (hl), bc|r3k|ld (hl), c;inc hl;ld (hl), b;inc hl
ldi (hl), bc|r4k|ld (hl), c;inc hl;ld (hl), b;inc hl
ldi (hl), bc|r5k|ld (hl), c;inc hl;ld (hl), b;inc hl
ldi (hl), bc|r6k|ld (hl), c;inc hl;ld (hl), b;inc hl
ldi (hl), bc|r800|ld (hl), c;inc hl;ld (hl), b;inc hl
ldi (hl), bc|z180|ld (hl), c;inc hl;ld (hl), b;inc hl
ldi (hl), bc|z80|ld (hl), c;inc hl;ld (hl), b;inc hl
ldi (hl), bc|z80n|ld (hl), c;inc hl;ld (hl), b;inc hl
ldi (hl), c|8080|mov m, c;inx h
ldi (hl), c|8085|mov m, c;inx h
ldi (hl), c|ez80|ld (hl), c;inc hl
ldi (hl), c|ez80_z80|ld (hl), c;inc hl
ldi (hl), c|gbz80|ld (hl), c;inc hl
ldi (hl), c|kc160|ld (hl), c;inc hl
ldi (hl), c|kc160_z80|ld (hl), c;inc hl
ldi (hl), c|r2ka|ld (hl), c;inc hl
ldi (hl), c|r3k|ld (hl), c;inc hl
ldi (hl), c|r4k|ld (hl), c;inc hl
ldi (hl), c|r5k|ld (hl), c;inc hl
ldi (hl), c|r6k|ld (hl), c;inc hl
ldi (hl), c|r800|ld (hl), c;inc hl
ldi (hl), c|z180|ld (hl), c;inc hl
ldi (hl), c|z80|ld (hl), c;inc hl
ldi (hl), c|z80n|ld (hl), c;inc hl
ldi (hl), c'|r6k|ld (hl), c';inc hl
ldi (hl), d|8080|mov m, d;inx h
ldi (hl), d|8085|mov m, d;inx h
ldi (hl), d|ez80|ld (hl), d;inc hl
ldi (hl), d|ez80_z80|ld (hl), d;inc hl
ldi (hl), d|gbz80|ld (hl), d;inc hl
ldi (hl), d|kc160|ld (hl), d;inc hl
ldi (hl), d|kc160_z80|ld (hl), d;inc hl
ldi (hl), d|r2ka|ld (hl), d;inc hl
ldi (hl), d|r3k|ld (hl), d;inc hl
ldi (hl), d|r4k|ld (hl), d;inc hl
ldi (hl), d|r5k|ld (hl), d;inc hl
ldi (hl), d|r6k|ld (hl), d;inc hl
ldi (hl), d|r800|ld (hl), d;inc hl
ldi (hl), d|z180|ld (hl), d;inc hl
ldi (hl), d|z80|ld (hl), d;inc hl
ldi (hl), d|z80n|ld (hl), d;inc hl
ldi (hl), d'|r6k|ld (hl), d';inc hl
ldi (hl), de|8080|mov m, e;inx h;mov m, d;inx h
ldi (hl), de|8085|mov m, e;inx h;mov m, d;inx h
ldi (hl), de|ez80|ld (hl), de;inc hl;inc hl
ldi (hl), de|ez80_z80|ld (hl), de;inc hl;inc hl
ldi (hl), de|gbz80|ld (hl), e;inc hl;ld (hl), d;inc hl
ldi (hl), de|kc160|ld (hl), e;inc hl;ld (hl), d;inc hl
ldi (hl), de|kc160_z80|ld (hl), e;inc hl;ld (hl), d;inc hl
ldi (hl), de|r2ka|ld (hl), e;inc hl;ld (hl), d;inc hl
ldi (hl), de|r3k|ld (hl), e;inc hl;ld (hl), d;inc hl
ldi (hl), de|r4k|ld (hl), e;inc hl;ld (hl), d;inc hl
ldi (hl), de|r5k|ld (hl), e;inc hl;ld (hl), d;inc hl
ldi (hl), de|r6k|ld (hl), e;inc hl;ld (hl), d;inc hl
ldi (hl), de|r800|ld (hl), e;inc hl;ld (hl), d;inc hl
ldi (hl), de|z180|ld (hl), e;inc hl;ld (hl), d;inc hl
ldi (hl), de|z80|ld (hl), e;inc hl;ld (hl), d;inc hl
ldi (hl), de|z80n|ld (hl), e;inc hl;ld (hl), d;inc hl
ldi (hl), e|8080|mov m, e;inx h
ldi (hl), e|8085|mov m, e;inx h
ldi (hl), e|ez80|ld (hl), e;inc hl
ldi (hl), e|ez80_z80|ld (hl), e;inc hl
ldi (hl), e|gbz80|ld (hl), e;inc hl
ldi (hl), e|kc160|ld (hl), e;inc hl
ldi (hl), e|kc160_z80|ld (hl), e;inc hl
ldi (hl), e|r2ka|ld (hl), e;inc hl
ldi (hl), e|r3k|ld (hl), e;inc hl
ldi (hl), e|r4k|ld (hl), e;inc hl
ldi (hl), e|r5k|ld (hl), e;inc hl
ldi (hl), e|r6k|ld (hl), e;inc hl
ldi (hl), e|r800|ld (hl), e;inc hl
ldi (hl), e|z180|ld (hl), e;inc hl
ldi (hl), e|z80|ld (hl), e;inc hl
ldi (hl), e|z80n|ld (hl), e;inc hl
ldi (hl), e'|r6k|ld (hl), e';inc hl
ldi (hl), h|8080|mov m, h;inx h
ldi (hl), h|8085|mov m, h;inx h
ldi (hl), h|ez80|ld (hl), h;inc hl
ldi (hl), h|ez80_z80|ld (hl), h;inc hl
ldi (hl), h|gbz80|ld (hl), h;inc hl
ldi (hl), h|kc160|ld (hl), h;inc hl
ldi (hl), h|kc160_z80|ld (hl), h;inc hl
ldi (hl), h|r2ka|ld (hl), h;inc hl
ldi (hl), h|r3k|ld (hl), h;inc hl
ldi (hl), h|r4k|ld (hl), h;inc hl
ldi (hl), h|r5k|ld (hl), h;inc hl
ldi (hl), h|r6k|ld (hl), h;inc hl
ldi (hl), h|r800|ld (hl), h;inc hl
ldi (hl), h|z180|ld (hl), h;inc hl
ldi (hl), h|z80|ld (hl), h;inc hl
ldi (hl), h|z80n|ld (hl), h;inc hl
ldi (hl), h'|r6k|ld (hl), h';inc hl
ldi (hl), hl|8080|push psw;mov a, h;mov m, l;inx h;mov m, a;pop psw;inx h
ldi (hl), hl|8085|push psw;mov a, h;mov m, l;inx h;mov m, a;pop psw;inx h
ldi (hl), hl|ez80|ld (hl), hl;inc hl;inc hl
ldi (hl), hl|ez80_z80|ld (hl), hl;inc hl;inc hl
ldi (hl), hl|gbz80|push af;ld a, h;ld (hl), l;inc hl;ld (hl), a;pop af;inc hl
ldi (hl), hl|kc160|push af;ld a, h;ld (hl), l;inc hl;ld (hl), a;pop af;inc hl
ldi (hl), hl|kc160_z80|push af;ld a, h;ld (hl), l;inc hl;ld (hl), a;pop af;inc hl
ldi (hl), hl|r800|push af;ld a, h;ld (hl), l;inc hl;ld (hl), a;pop af;inc hl
ldi (hl), hl|z180|push af;ld a, h;ld (hl), l;inc hl;ld (hl), a;pop af;inc hl
ldi (hl), hl|z80|push af;ld a, h;ld (hl), l;inc hl;ld (hl), a;pop af;inc hl
ldi (hl), hl|z80n|push af;ld a, h;ld (hl), l;inc hl;ld (hl), a;pop af;inc hl
ldi (hl), ix|ez80|ld (hl), ix;inc hl;inc hl
ldi (hl), ix|ez80_z80|ld (hl), ix;inc hl;inc hl
ldi (hl), ix|kc160|push de;push ix;pop de;ld (hl), e;inc hl;ld (hl), d;inc hl;pop de
ldi (hl), ix|kc160_z80|push de;push ix;pop de;ld (hl), e;inc hl;ld (hl), d;inc hl;pop de
ldi (hl), ix|r2ka|push de;push ix;pop de;ld (hl), e;inc hl;ld (hl), d;inc hl;pop de
ldi (hl), ix|r3k|push de;push ix;pop de;ld (hl), e;inc hl;ld (hl), d;inc hl;pop de
ldi (hl), ix|r4k|push de;push ix;pop de;ld (hl), e;inc hl;ld (hl), d;inc hl;pop de
ldi (hl), ix|r5k|push de;push ix;pop de;ld (hl), e;inc hl;ld (hl), d;inc hl;pop de
ldi (hl), ix|r6k|push de;push ix;pop de;ld (hl), e;inc hl;ld (hl), d;inc hl;pop de
ldi (hl), ix|r800|push de;push ix;pop de;ld (hl), e;inc hl;ld (hl), d;inc hl;pop de
